Binomial,order,family,genus,species,Sample_size.brain,Sample_size.body,Sex,Mean_brain_mass_g,Mean_body_mass_g,BrainReference1,BrainReference2,Brain.resid,T_resid
Tamias_striatus,Rodentia,Sciuridae,Tamias,striatus,">1,<10",,Both,2.17,94.3,Boddy2012,Mace.etal1981,0.115538565,0.130600725
Neotoma_albigula,Rodentia,Cricetidae,Neotoma,albigula,">1,<10",,Both,2.17,223.1,Boddy2012,Mace.etal1981,-0.164954923,-0.109839396
Ammospermophilus_leucurus,Rodentia,Sciuridae,Ammospermophilus,leucurus,12,,Both,2.25,105.85,Mateju2016,,0.093626626,0.114062876
Spermophilus_tridecemlineatus,Rodentia,Sciuridae,Spermophilus,tridecemlineatus,30,,Both,2.27,149.8,Mateju2016,Hayssen 2008,-0.015646789,0.020942089
Geomys_breviceps,Rodentia,Geomyidae,Geomys,breviceps,1<N<10,1<N<10,Both,2.29,138.8,Mace.etal.1981,,0.013004825,0.046046365
Massoutiera_mzabi,Rodentia,Ctenodactylidae,Massoutiera,mzabi,">1,<10",,Both,2.32,182.6,Boddy2012,Mace.etal1981,-0.070676974,-0.024878848
Spermophilus_spilosoma,Rodentia,Sciuridae,Spermophilus,spilosoma,30,,Both,2.37,132.7,Mateju2016,Hayssen 2008,0.042556731,0.073507873
Ammospermophilus_harrisii,Rodentia,Sciuridae,Ammospermophilus,harrisii,12,,Both,2.405,107.15,Mateju2016,Hayssen 2008,0.118583167,0.139587178
Tamias_townsendii,Rodentia,Sciuridae,Tamias,townsendii,">1,<10",,Both,2.44,89.4,Boddy2012,Mace.etal1981,0.183849448,0.196429699
Spermophilus_pygmaeus,Rodentia,Sciuridae,Spermophilus,pygmaeus,31,,Both,2.44,235.2,Mateju2016,Hayssen 2008,-0.131228299,-0.073656185
Ammospermophilus_interpres,Rodentia,Sciuridae,Ammospermophilus,interpres,12,,Both,2.5,94.45,Mateju2016,,0.176501133,0.191637219
Maxomys_surifer,Rodentia,Muridae,Maxomys,surifer,1<N<10,1<N<10,Both,2.54,146.6,Mace.etal.1981,,0.040194518,0.075779047
Ammospermophilus_insularis,Rodentia,Sciuridae,Ammospermophilus,insularis,10,,Both,2.55,101.99,Mateju2016,Hayssen 2008,0.160084353,0.178792761
Spermophilus_suslicus,Rodentia,Sciuridae,Spermophilus,suslicus,31,,Both,2.55,218.2,Mateju2016,Hayssen 2008,-0.087640792,-0.033558207
Spermophilus_musicus,Rodentia,Sciuridae,Spermophilus,musicus,31,,Both,2.62,136,Mateju2016,,0.078108614,0.110202276
Ammospermophilus_nelsoni,Rodentia,Sciuridae,Ammospermophilus,nelsoni,12,,Both,2.625,167.25,Mateju2016,Hayssen 2008,0.011565597,0.053279578
Neotoma_cinerea,Rodentia,Cricetidae,Neotoma,cinerea,">1,<10",,Both,2.65,331.3,Boddy2012,Mace.etal1981,-0.206961367,-0.133454765
Neotoma_fuscipes,Rodentia,Cricetidae,Neotoma,fuscipes,">1,<10",,Both,2.66,193.3,Boddy2012,Mace.etal1981,-0.029831804,0.018614973
Neotoma_micropus,Rodentia,Cricetidae,Neotoma,micropus,">1,<10",,Both,2.66,378.3,Boddy2012,Mace.etal1981,-0.248537181,-0.168860136
Spermophilus_madrensis,Rodentia,Sciuridae,Spermophilus,madrensis,8,,Both,2.715,151.5,Mateju2016,Hayssen 2008,0.05842154,0.095535286
Neofiber_alleni,Rodentia,Cricetidae,Neofiber,alleni,">1,<10",,Both,2.72,270.5,Boddy2012,Mace.etal1981,-0.129597104,-0.065520931
Galea_musteloides,Rodentia,Caviidae,Galea,musteloides,">1,<10",,Both,2.72,375,Boddy2012,Mace.etal1981,-0.235996082,-0.156726553
Spermophilus_dauricus,Rodentia,Sciuridae,Spermophilus,dauricus,31,,Both,2.75,223.8,Mateju2016,,-0.063102356,-0.007841121
Spermophilus_elegans,Rodentia,Sciuridae,Spermophilus,elegans,30,,Both,2.76,307.1,Mateju2016,Hayssen 2008,-0.164591717,-0.094613098
Spermophilus_perotensis,Rodentia,Sciuridae,Spermophilus,perotensis,13,,Both,2.79,140,Mateju2016/Pantheria,Hayssen 2008,0.095969593,0.129411526
Paraxerus_cepapi,Rodentia,Sciuridae,Paraxerus,cepapi,">1,<10",,Both,2.85,216,Boddy2012,Mace.etal1981,-0.036035336,0.017575912
Spermophilus_alashanicus,Rodentia,Sciuridae,Spermophilus,alashanicus,7,,Both,2.89,200,Mateju2016,,-0.004914306,0.045117323
Spermophilus_citellus,Rodentia,Sciuridae,Spermophilus,citellus,32,,Both,2.89,288.5,Mateju2016,,-0.12425227,-0.057179649
Spermophilus_beldingi,Rodentia,Sciuridae,Spermophilus,beldingi,30,,Both,2.96,246.9,Mateju2016,Hayssen 2008,-0.063139389,-0.003309244
Spermophilus_adocetus,Rodentia,Sciuridae,Spermophilus,adocetus,16,,Both,3.01,155.52,Mateju2016/Pantheria,,0.094687912,0.13301975
Glaucomys_sabrinus,Rodentia,Sciuridae,Glaucomys,sabrinus,">1,<10",,Both,3.01,174,Boddy2012,Mace.etal1981,0.058115325,0.101669584
Neotoma_floridana,Rodentia,Cricetidae,Neotoma,floridana,">1,<10",,Both,3.04,257.7,Boddy2012,Mace.etal1981,-0.065502641,-0.003681187
Spermophilus_xanthoprymnus,Rodentia,Sciuridae,Spermophilus,xanthoprymnus,22,,Both,3.04,267.9,Mateju2016,,-0.078146479,-0.014519535
Spermophilus_lateralis,Rodentia,Sciuridae,Spermophilus,lateralis,30,,Both,3.06,168.85,Mateju2016,Hayssen 2008,0.075056483,0.117213308
Spermophilus_armatus,Rodentia,Sciuridae,Spermophilus,armatus,30,,Both,3.09,371.1,Mateju2016,Hayssen 2008,-0.17720124,-0.09841797
Spermophilus_richardsonii,Rodentia,Sciuridae,Spermophilus,richardsonii,30,,Both,3.18,331.5,Mateju2016,,-0.127976695,-0.054442024
Iomys_horsfieldii,Rodentia,Sciuridae,Iomys,horsfieldii,">1,<10",,Both,3.38,155.5,Boddy2012,Mace.etal1981,0.145080008,0.183405863
Spermophilus_saturatus,Rodentia,Sciuridae,Spermophilus,saturatus,30,,Both,3.38,242.7,Mateju2016,Hayssen 2008,7.41E-05,0.059106261
Leopoldamys_siporanus,Rodentia,Muridae,Leopoldamys,siporanus,">1,<10",,Both,3.39,332.7,Boddy2012,Mace.etal1981,-0.101381079,-0.027678342
Spermophilus_erythrogenys,Rodentia,Sciuridae,Spermophilus,erythrogenys,31,,Both,3.44,351,Mateju2016,,-0.112463232,-0.036270003
Spermophilus_relictus,Rodentia,Sciuridae,Spermophilus,relictus,19,,Both,3.49,340.5,Mateju2016,,-0.096303656,-0.021523051
Spermophilus_mexicanus,Rodentia,Sciuridae,Spermophilus,mexicanus,20,,Both,3.5,274.5,Mateju2016,,-0.024879318,0.039879614
Sundamys_muelleri,Rodentia,Muridae,Sundamys,muelleri,1<N<10,1<N<10,Both,3.5,311.6,Mace.etal.1981,,-0.066171023,0.004484202
Pteromyscus_pulverulentus,Rodentia,Sciuridae,Pteromyscus,pulverulentus,">1,<10",,Both,3.55,400,Boddy2012,Mace.etal1981,-0.141358369,-0.059087019
Spermophilus_undulatus,Rodentia,Sciuridae,Spermophilus,undulatus,33,,Both,3.73,677.3,Mateju2016,Hayssen 2008,-0.291420281,-0.184653352
Bathyergus_suillus,Rodentia,Bathyergidae,Bathyergus,suillus,">1,<10",,Both,3.75,1175,Boddy2012,Mace.etal1981,-0.468542089,-0.336151228
Tamiasciurus_hudsonicus,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,">1,<10",,Both,3.83,188.9,Boddy2012,Mace.etal1981,0.135985325,0.183361132
Spermophilus_columbianus,Rodentia,Sciuridae,Spermophilus,columbianus,30,,Both,3.95,465.8,Mateju2016,Hayssen 2008,-0.144594702,-0.055239943
Spermophilus_franklinii,Rodentia,Sciuridae,Spermophilus,franklinii,30,,Both,3.96,443.05,Mateju2016,Hayssen 2008,-0.127186405,-0.040160678
Leopoldamys_sabanus,Rodentia,Muridae,Leopoldamys,sabanus,1<N<10,1<N<10,Both,3.98,332.7,Mace.etal.1981,,-0.031697705,0.042005032
Heliosciurus_gambianus,Rodentia,Sciuridae,Heliosciurus,gambianus,">1,<10",,Both,3.99,295,Boddy2012,Mace.etal1981,0.008565567,0.07667449
Cavia_aperea,Rodentia,Caviidae,Cavia,aperea,">2,<11",,Both,4.04,306.45,Boddy2012,"Mace.etal1981,Warncke1908",0.001570716,0.071450784
Spermophilus_major,Rodentia,Sciuridae,Spermophilus,major,31,,Both,4.12,535,Mateju2016,,-0.17141072,-0.075613553
Hoplomys_gymnurus,Rodentia,Echimyidae,Hoplomys,gymnurus,">1,<10",,Both,4.13,330,Boddy2012,Mace.etal1981,-0.012976555,0.060347177
Funisciurus_anerythrus,Rodentia,Sciuridae,Funisciurus,anerythrus,">1,<10",,Both,4.14,218,Boddy2012,Mace.etal1981,0.123118061,0.177157994
Rhinosciurus_laticaudatus,Rodentia,Sciuridae,Rhinosciurus,laticaudatus,">1,<10",,Both,4.28,240,Boddy2012,Mace.etal1981,0.10624514,0.164756924
Hydromys_chrysogaster,Rodentia,Muridae,Hydromys,chrysogaster,">1,<10",,Both,4.33,698,Boddy2012,Mace.etal1981,-0.236447067,-0.128279901
Funisciurus_pyrropus,Rodentia,Sciuridae,Funisciurus,pyrropus,">1,<10",,Both,4.38,200,Boddy2012,Mace.etal1981,0.175661962,0.225693591
Callosciurus_nigrovittatus,Rodentia,Sciuridae,Callosciurus,nigrovittatus,">1,<10",,Both,4.44,202,Boddy2012,Mace.etal1981,0.178329761,0.228824201
Geocapromys_ingrahami,Rodentia,Capromyidae,Geocapromys,ingrahami,">1,<10",,Both,4.46,717.3,Boddy2012,Mace.etal1981,-0.232484243,-0.123048457
Funisciurus_carruthersi,Rodentia,Sciuridae,Funisciurus,carruthersi,">1,<10",,Both,4.48,268,Boddy2012,Mace.etal1981,0.09013639,0.153780693
Spermophilus_fulvus,Rodentia,Sciuridae,Spermophilus,fulvus,32,,Both,4.55,720,Mateju2016,,-0.225031465,-0.115420931
Mesembriomys_gouldii,Rodentia,Muridae,Mesembriomys,gouldii,">1,<10",,Both,4.59,1110,Boddy2012,Mace.etal1981,-0.362224335,-0.23248039
Berylmys_bowersi,Rodentia,Muridae,Berylmys,bowersi,1<N<10,1<N<10,Both,4.63,360.7,Mace.etal.1981,,0.007679966,0.085141131
Leopoldamys_edwardsi,Rodentia,Muridae,Leopoldamys,edwardsi,1<N<10,1<N<10,Both,4.81,332.1,Mace.etal.1981,,0.051152249,0.124771029
Callosciurus_notatus,Rodentia,Sciuridae,Callosciurus,notatus,">1,<10",,Both,4.91,209.5,Boddy2012,Mace.etal1981,0.210153681,0.262343767
Ondatra_zibethicus,Rodentia,Cricetidae,Ondatra,zibethicus,">2,<11",,Both,5.03,1136.45,Boddy2012,"Crile&Quiring1940,Mace.etal1981",-0.330139622,-0.199300347
Xerus_rutilus,Rodentia,Sciuridae,Xerus,rutilus,">1,<10",,Both,5.09,317.5,Boddy2012,Mace.etal1981,0.090368949,0.161896624
Cynomys_gunnisoni,Rodentia,Sciuridae,Cynomys,gunnisoni,30,,Both,5.14,642.3,Mateju2016,Hayssen 2008,-0.13488347,-0.030584418
Spermophilus_atricapillus,Rodentia,Sciuridae,Spermophilus,atricapillus,18,,Both,5.24,427.5,Mateju2016,,0.00608727,0.091451197
Heliosciurus_ruwenzorii,Rodentia,Sciuridae,Heliosciurus,ruwenzorii,">1,<10",,Both,5.4,291,Boddy2012,Mace.etal1981,0.144433243,0.211907178
Dremomys_rufigenis,Rodentia,Sciuridae,Dremomys,rufigenis,">1,<10",,Both,5.41,240,Boddy2012,Mace.etal1981,0.207998636,0.26651042
Spermophilus_beecheyi,Rodentia,Sciuridae,Spermophilus,beecheyi,29,,Both,5.42,564.9,Mateju2016,Hayssen 2008,-0.070022157,0.028304429
Cynomys_mexicanus,Rodentia,Sciuridae,Cynomys,mexicanus,12,,Both,5.525,998,Mateju2016,,-0.247060091,-0.122263265
Cynomys_parvidens,Rodentia,Sciuridae,Cynomys,parvidens,25,,Both,5.58,576,Mateju2016,Hayssen 2008,-0.063725485,0.035506177
Cynomys_ludovicianus,Rodentia,Sciuridae,Cynomys,ludovicianus,30,,Both,5.69,865.15,Mateju2016,Hayssen 2008,-0.187750333,-0.069597775
Heliosciurus_rufobrachium,Rodentia,Sciuridae,Heliosciurus,rufobrachium,">1,<10",,Both,5.75,326,Boddy2012,Mace.etal1981,0.134713529,0.207470033
Cynomys_leucurus,Rodentia,Sciuridae,Cynomys,leucurus,30,,Both,5.77,1021.15,Mateju2016,Hayssen 2008,-0.23568588,-0.109822464
Spermophilus_parryii,Rodentia,Sciuridae,Spermophilus,parryii,30,,Both,5.78,462.8,Mateju2016,,0.02284066,0.111894889
Sciurus_granatensis,Rodentia,Sciuridae,Sciurus,granatensis,">1,<10",,Both,5.91,400,Boddy2012,Mace.etal1981,0.080000759,0.162272109
Sciurus_vulgaris,Rodentia,Sciuridae,Sciurus,vulgaris,>2,,Both,5.93,327.4,Boddy2012,"Count1947,Mace.etal1981",0.146704559,0.21966038
Callosciurus_caniceps,Rodentia,Sciuridae,Callosciurus,caniceps,">1,<10",,Both,6.02,240,Boddy2012,Mace.etal1981,0.254397862,0.312909647
Spermophilopsis_leptodactylus,Rodentia,Sciuridae,Spermophilopsis,leptodactylus,">1,<10",,Both,6.18,495,Boddy2012,Mace.etal1981,0.029992209,0.122174969
Callosciurus_prevostii,Rodentia,Sciuridae,Callosciurus,prevostii,">1,<10",,Both,6.52,439,Boddy2012,Mace.etal1981,0.092357198,0.178955794
Cricetomys_gambianus,Rodentia,Nesomyidae,Cricetomys,gambianus,">1,<10",,Both,6.57,1150,Boddy2012,Mace.etal1981,-0.218002903,-0.08661234
Xerus_erythropus,Rodentia,Sciuridae,Xerus,erythropus,">1,<10",,Both,6.68,722.5,Boddy2012,Mace.etal1981,-0.059395426,0.050376328
Proechimys_semispinosus,Rodentia,Echimyidae,Proechimys,semispinosus,">2,<20",,Both,6.87,544.75,Boddy2012,Mace.etal1981,0.044766154,0.14140334
Spermophilus_variegatus,Rodentia,Sciuridae,Spermophilus,variegatus,29,,Both,7.01,703.15,Mateju2016,,-0.029611387,0.078897696
Aplodontia_rufa,Rodentia,Aplodontiidae,Aplodontia,rufa,">1,<10",,Both,7.04,806,Boddy2012,Mace.etal1981,-0.07222245,0.04263616
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus,carolinensis,>1,,Both,7.41,503.17,Boddy2012,"Count1947,Glendenning1998,Mace.etal1981",0.103489737,0.196433915
Sciurus_aberti,Rodentia,Sciuridae,Sciurus,aberti,1<N<10,1<N<10,Both,7.44,626.5,Mace.etal.1981,,0.033839056,0.136979646
Xerus_inauris,Rodentia,Sciuridae,Xerus,inauris,">1,<10",,Both,7.65,400,Boddy2012,Mace.etal1981,0.192074713,0.274346063
Petaurista_elegans,Rodentia,Sciuridae,Petaurista,elegans,">1,<10",,Both,7.76,924,Boddy2012,Mace.etal1981,-0.074436494,0.046776985
Sciurus_aureogaster,Rodentia,Sciuridae,Sciurus,aureogaster,">1,<10",,Both,7.81,595,Boddy2012,Mace.etal1981,0.071720391,0.172461545
Sciurus_niger,Rodentia,Sciuridae,Sciurus,niger,>3,,Both,7.91,516.32,Boddy2012,"Count1947,Mace.etal1981,Warncke1908",0.123444779,0.217588906
Ratufa_affinis,Rodentia,Sciuridae,Ratufa,affinis,">1,<10",,Both,9.85,982.5,Boddy2012,Mace.etal1981,0.00914239,0.133211166
Aeromys_tephromelas,Rodentia,Sciuridae,Aeromys,tephromelas,">1,<10",,Both,10.34,1189,Boddy2012,Mace.etal1981,-0.031910845,0.101030928
Ratufa_bicolor,Rodentia,Sciuridae,Ratufa,bicolor,">1,<10",,Both,11.01,1320,Boddy2012,Mace.etal1981,-0.038688435,0.09911474
Protoxerus_stangeri,Rodentia,Sciuridae,Protoxerus,stangeri,1<N<10,1<N<10,Both,11.33,639.5,Mace.etal.1981,,0.209806364,0.313902211
Marmota_menzbieri,Rodentia,Sciuridae,Marmota,menzbieri,6,,Both,11.4,3015,Mateju2016,Hayssen 2008,-0.292608416,-0.116387743
Petaurista_petaurista,Rodentia,Sciuridae,Petaurista,petaurista,>1,,Both,11.77,1811.5,Boddy2012,"Count1947,Mace.etal1981",-0.112798545,0.039726798
Marmota_flaviventris,Rodentia,Sciuridae,Marmota,flaviventris,48,,Both,12.27,3350.5,Mateju2016,Hayssen 2008,-0.295035751,-0.113907598
Marmota_bobak,Rodentia,Sciuridae,Marmota,bobak,26,,Both,12.56,4922,Mateju2016,,-0.410165816,-0.211148866
Marmota_camtschatica,Rodentia,Sciuridae,Marmota,camtschatica,32,,Both,12.63,3314.5,Mateju2016,,-0.278958231,-0.098332539
Lagostomus_maximus,Rodentia,Chinchillidae,Lagostomus,maximus,>1,,Both,12.66,4270.75,Boddy2012,"Count1947,Mace.etal1981",-0.36049323,-0.168077531
Thryonomys_swinderianus,Rodentia,Thryonomyidae,Thryonomys,swinderianus,,,both,13.28,1625,Boddy2012,Mace 1981,-0.024987877,0.122484047
Marmota_vancouverensis,Rodentia,Sciuridae,Marmota,vancouverensis,9,,Both,13.68,4250,Mateju2016,Hayssen 2008,-0.325254409,-0.133065245
Marmota_sibirica,Rodentia,Sciuridae,Marmota,sibirica,32,,Both,13.74,6500,Mateju2016,,-0.461748367,-0.249796999
Marmota_baibacina,Rodentia,Sciuridae,Marmota,baibacina,15,,Both,13.75,5375,Mateju2016,,-0.399530666,-0.196418623
Marmota_broweri,Rodentia,Sciuridae,Marmota,broweri,11,,Both,13.94,3405,Mateju2016,Hayssen 2008,-0.244873208,-0.062994567
Marmota_monax,Rodentia,Sciuridae,Marmota,monax,30,,Both,14.185,2804.5,Mateju2016,Hayssen 2008,-0.174109807,-0.001255425
Marmota_marmota,Rodentia,Sciuridae,Marmota,marmota,27,,Both,14.25,3813.65,Mateju2016,Hayssen 2008,-0.272239245,-0.08508884
Marmota_caudata,Rodentia,Sciuridae,Marmota,caudata,30,,Both,14.28,4242,Mateju2016,,-0.305998594,-0.113897065
Marmota_caligata,Rodentia,Sciuridae,Marmota,caligata,30,,Both,14.63,6300,Mateju2016,,-0.424311074,-0.213813328
Marmota_olympus,Rodentia,Sciuridae,Marmota,olympus,13,,Both,15.43,3478.8,Mateju2016,Hayssen 2008,-0.207754379,-0.024878404
Marmota_himalayana,Rodentia,Sciuridae,Marmota,himalayana,24,,Both,16.71,6607.5,Mateju2016,,-0.38210156,-0.169387246
Myocastor_coypus,Rodentia,Myocastoridae,Myocastor,coypus,,,both,17.09,7052,Boddy2012,Mace 1981; Silva & Downing 1995,-0.393542491,-0.177799966
Dasyprocta_punctata,Rodentia,Dasyproctidae,Dasyprocta,punctata,2,,both,18.34,3172,Boddy2012,Crile & Quiring 1940,-0.102648485,0.075933257
Erethizon_dorsata,Rodentia,Erethizontidae,Erethizon,dorsata,,,both,24.6,5397,Boddy2012,Mace 1981,-0.148228731,0.055073298
Dinomys_branickii,Rodentia,Dinomyidae,Dinomys,branickii,,,both,26.95,14000,Boddy2012,Mace 1981,-0.419089638,-0.171451633
Cuniculus_paca,Rodentia,Cuniculidae,Cuniculus,paca,5,,both,35.22,4607,Boddy2012,Crile & Quiring 1940; Warncke 1908,0.059176642,0.255117373
Cavia_porcellus,Rodentia,Caviidae,Cavia,porcellus,13,,F or both,4.83,476,Boddy2012,"Crile&Quiring1940,Glendenning1998,Warncke1908",-0.064300333,0.026061948
Chaetodipus_spinatus,Rodentia,Heteromyidae,Chaetodipus,spinatus,8,,Male,0.48,19.1,Boddy2012,Hafner1984,-0.019566403,-0.07877441
Perognathus_parvus,Rodentia,Heteromyidae,Perognathus,parvus,7,,Male,0.49,17.3,Boddy2012,Hafner1984,0.021629184,-0.042182674
Chaetodipus_fallax,Rodentia,Heteromyidae,Chaetodipus,fallax,9,,Male,0.54,20.3,Boddy2012,Hafner1984,0.011738934,-0.044634973
Microdipodops_pallidus,Rodentia,Heteromyidae,Microdipodops,pallidus,10,,Male,0.55,12.9,Boddy2012,Hafner1984,0.167388968,0.08992678
Liomys_irroratus,Rodentia,Heteromyidae,Liomys,irroratus,5,,Male,1.06,57.7,Boddy2012,Hafner1984,-0.035611922,-0.043397616
Dipodomys_panamintinus,Rodentia,Heteromyidae,Dipodomys,panamintinus,8,,Male,1.6,74,Boddy2012,Hafner1984,0.06215952,0.065946401
Geomys_pinetis,Rodentia,Geomyidae,Geomys,pinetis,3,,Male,2.51,313.5,Boddy2012,Hafner1984,-0.212545436,-0.141607462
Orthogeomys_cherriei,Rodentia,Geomyidae,Orthogeomys,cherriei,1,,Male,3.47,405,Boddy2012,Hafner1984,-0.155303558,-0.072454411
Zygogeomys_trichopus,Rodentia,Geomyidae,Zygogeomys,trichopus,3,,Male,3.95,545,Boddy2012,Hafner1984,-0.195742936,-0.09908441
Cratogeomys_fumosus,Rodentia,Geomyidae,Cratogeomys,fumosus,8,,Male,4.19,637,Boddy2012,Hafner1984,-0.220933674,-0.117020013
Orthogeomys_heterodus,Rodentia,Geomyidae,Orthogeomys,heterodus,1,,Male,4.31,630,Boddy2012,Hafner1984,-0.205071231,-0.101671521
Apodemus_agrarius,Rodentia,Muridae,Apodemus,agrarius,,,,0.2,33.3,Boddy2012,Count1947,-0.58083746,-0.614190837
Mus_musculus,Rodentia,Muridae,Mus,musculus,,,,0.4,15.1,IslerVanSchaik2012,,-0.02220463,-0.092342679
Zapus_trinotatus,Rodentia,Dipodidae,Zapus,trinotatus,,,,0.5,27.5,IslerVanSchaik2012,,-0.120563223,-0.162817683
Akodon_azarae,Rodentia,Cricetidae,Akodon,azarae,1,1,,0.642,25,Pirlot&BeeDeSperoni1987,,0.0190466,-0.027640935
Cricetulus_barabensis,Rodentia,Cricetidae,Cricetulus,barabensis,,,,0.6699,29.89,Barton&Capellini2011,,-0.020668415,-0.059046652
Ochrotomys_nuttalli,Rodentia,Cricetidae,Ochrotomys,nuttalli,,,,0.7,20.6,IslerVanSchaik2012,,0.119664783,0.063973217
Acomys_cahirinus,Rodentia,Muridae,Acomys,cahirinus,,,,0.7,31,IslerVanSchaik2012,,-0.013457296,-0.050139553
Mastomys_natalensis,Rodentia,Muridae,Mastomys,natalensis,,,,0.719,46.026,Barton&Capellini2011,,-0.130558785,-0.148858569
Mesocricetus_auratus,Rodentia,Cricetidae,Mesocricetus,auratus,,,,1,120,Savage and West 2006,Meddis R 1983,-0.299424056,-0.273151993
Psammomys_obesus,Rodentia,Muridae,Psammomys,obesus,,,,1.3,69.1,IslerVanSchaik2012,,-0.005701651,-0.005101329
Rattus_rattus,Rodentia,Muridae,Rattus,rattus,,,,1.4,150,IslerVanSchaik2012,,-0.225979198,-0.189328263
Lemmus_sibiricus,Rodentia,Cricetidae,Lemmus,sibiricus,,,,1.49,70,Stankowich2016,,0.049326232,0.050528444
Holochilus_chacarius,Rodentia,Cricetidae,Holochilus,chacarius,1,1,,1.61,204,Pirlot&BeeDeSperoni1987,,-0.265436461,-0.21448377
Tamias_cinereicollis,Rodentia,Sciuridae,Tamias,cinereicollis,,,,1.8,61.7,IslerVanSchaik2012,,0.172522504,0.167854364
Glis_glis,Rodentia,Gliridae,Glis,glis,1,,,1.9,148,Boddy2012,Warncke1908,-0.088981435,-0.052954833
Octodon_degus,Rodentia,Octodontidae,Octodon,degus,,,,2.1,210,IslerVanSchaik2012,,-0.159484974,-0.107184013
Cricetus_cricetus,Rodentia,Cricetidae,Cricetus,cricetus,1,,,2.2,297,Boddy2012,Warncke1908,-0.252185493,-0.183762298
Thomomys_bulbivorus,Rodentia,Geomyidae,Thomomys,bulbivorus,,,,2.2,344,IslerVanSchaik2012,,-0.300037428,-0.224781165
Jaculus_orientalis,Rodentia,Dipodidae,Jaculus,orientalis,1,,,2.5,98,Boddy2012,Warncke1908,0.164482937,0.181335175
Mesomys_hispidus,Rodentia,Echimyidae,Mesomys,hispidus,,,,2.64,175,Stankowich2016,,-0.000713861,0.043106944
Proechimys_brevicauda,Rodentia,Echimyidae,Proechimys,brevicauda,,,,2.95,285,Stankowich2016,,-0.111352342,-0.044847443
Spalax_leucodon,Rodentia,Spalacidae,Spalax,leucodon,,,,3,122,Savage and West 2006,Meddis R 1983,0.172313211,0.199354086
Makalata_didelphoides,Rodentia,Echimyidae,Makalata,didelphoides,,,,3.45,108,Stankowich2016,,0.272713473,0.294084999
Allactaga_sibirica,Rodentia,Dipodidae,Allactaga,sibirica,1,,,3.5,193,Boddy2012,Warncke1908,0.089860518,0.138235052
Clyomys_laticeps,Rodentia,Echimyidae,Clyomys,laticeps,,,,3.52,201,Stankowich2016,,0.079105954,0.129369563
Makalata_macrura,Rodentia,Echimyidae,Makalata,macrura,,,,3.89,439,Stankowich2016,,-0.131940796,-0.0453422
Orthogeomys_hispidus,Rodentia,Geomyidae,Orthogeomys,hispidus,1,,,3.98,542.1,Boddy2012,Hafner1984,-0.190719123,-0.094308753
Echimys_chrysurus,Rodentia,Echimyidae,Echimys,chrysurus,,,,5.02,652,Stankowich2016,,-0.150025172,-0.045028946
Chinchilla_lanigera,Rodentia,Chinchillidae,Chinchilla,lanigera,,,,6.8,372,IslerVanSchaik2012,,0.164560197,0.243456132
Rattus_norvegicus,Rodentia,Muridae,Rattus,norvegicus,2,,,8.03,359.5,Boddy2012,Warncke1908,0.247899966,0.325206133
Ratufa_indica,Rodentia,Sciuridae,Ratufa,indica,1,,,11.4,1935,Boddy2012,Warncke1908,-0.148152327,0.007440585
Sphiggurus_vestitus,Rodentia,Erethizontidae,Sphiggurus,vestitus,,,,11.71,736,Stankowich2016,,0.178354979,0.288987798
Trichys_fasciculata,Rodentia,Hystricidae,Trichys,fasciculata,,,,13.05,1560,Stankowich2016,,-0.019278743,0.126294465
Lagidium_viscacia,Rodentia,Chinchillidae,Lagidium,viscacia,4,,,15.08,2460.5,Boddy2012,Warncke 1908,-0.104913357,0.061854421
Dolichotis_salinicola,Rodentia,Caviidae,Dolichotis,salinicola,1,1,,15.31,1600,Pirlot&BeeDeSperoni1987,,0.041839322,0.188590114
Coendou_prehensilis,Rodentia,Erethizontidae,Coendou,prehensilis,,,,16.73,4400,Stankowich2016,,-0.249142479,-0.055340018
Coendou_rothschildi,Rodentia,Erethizontidae,Coendou,rothschildi,,,,20.85,2000,Stankowich2016,,0.103287012,0.260416677
Dasyprocta_leporina,Rodentia,Dasyproctidae,Dasyprocta,leporina,>1,,,21.26,2873,Boddy2012,Count 1947; Mace 1981; Spitzka 1903; Silva & Downing 1995,-0.006236095,0.167740694
Dasyprocta_prymnolopha,Rodentia,Dasyproctidae,Dasyprocta,prymnolopha,1,1,,21.62,2900,Pirlot&BeeDeSperoni1987,,-0.001990473,0.172421388
Atherurus_africanus,Rodentia,Hystricidae,Atherurus,africanus,1,,,21.89,3152.5,Boddy2012,Mace 1981; Warncke 1908; Silva & Downing 1995,-0.023793474,0.154501451
Hystrix_sumatrae,Rodentia,Hystricidae,Hystrix,sumatrae,,,,27.04,3260,Stankowich2016,,0.057045473,0.236900013
Dolichotis_patagonum,Rodentia,Caviidae,Dolichotis,patagonum,1,,,30.5,8000,Boddy2012,Warncke 1908; Silva & Downing 1995,-0.183068355,0.038540752
Atherurus_macrourus,Rodentia,Hystricidae,Atherurus,macrourus,,,,31.57,2000,Stankowich2016,,0.283455535,0.440585199
Hystrix_cristata,Rodentia,Hystricidae,Hystrix,cristata,,,,32.4,15000,IslerVanSchaik2012,,-0.361576022,-0.110729014
Hystrix_africaeaustralis,Rodentia,Hystricidae,Hystrix,africaeaustralis,,,,35.71,14936,Stankowich2016,,-0.317938453,-0.067290322
