county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Siskiyou,2021-06-29,1.0,0.0,1.0,56.0,0.0,0.0,2.0
San Bernardino,2021-06-29,84.0,7.0,91.0,3588.0,29.0,4.0,183.0
Modoc,2021-06-29,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Los Angeles,2021-06-29,275.0,61.0,336.0,19164.0,76.0,5.0,691.0
Contra Costa,2021-06-29,27.0,3.0,30.0,1306.0,8.0,0.0,54.0
Mendocino,2021-06-29,7.0,0.0,7.0,85.0,3.0,0.0,4.0
Imperial,2021-06-29,5.0,1.0,6.0,236.0,1.0,0.0,13.0
Tulare,2021-06-29,11.0,4.0,15.0,667.0,1.0,1.0,16.0
Marin,2021-06-29,4.0,3.0,7.0,319.0,2.0,0.0,10.0
Humboldt,2021-06-29,6.0,0.0,6.0,265.0,3.0,0.0,8.0
Tuolumne,2021-06-29,2.0,0.0,2.0,72.0,1.0,0.0,1.0
Glenn,2021-06-29,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Trinity,2021-06-29,0.0,0.0,0.0,25.0,0.0,0.0,0.0
El Dorado,2021-06-29,5.0,0.0,5.0,190.0,1.0,0.0,4.0
San Diego,2021-06-29,74.0,13.0,87.0,6460.0,23.0,1.0,244.0
Orange,2021-06-29,56.0,9.0,65.0,5839.0,10.0,2.0,154.0
Santa Clara,2021-06-29,41.0,12.0,53.0,3048.0,19.0,0.0,99.0
Shasta,2021-06-29,5.0,0.0,5.0,567.0,0.0,0.0,21.0
San Benito,2021-06-29,1.0,0.0,1.0,25.0,1.0,0.0,2.0
Colusa,2021-06-29,0.0,0.0,0.0,48.0,0.0,0.0,5.0
Lassen,2021-06-29,1.0,0.0,1.0,25.0,0.0,0.0,0.0
Tehama,2021-06-29,0.0,0.0,0.0,59.0,0.0,0.0,1.0
Fresno,2021-06-29,43.0,19.0,62.0,1530.0,8.0,0.0,26.0
Kern,2021-06-29,32.0,2.0,34.0,1180.0,10.0,0.0,44.0
Sonoma,2021-06-29,30.0,1.0,31.0,683.0,9.0,0.0,18.0
Santa Barbara,2021-06-29,9.0,0.0,9.0,603.0,4.0,0.0,34.0
Yolo,2021-06-29,3.0,0.0,3.0,130.0,1.0,0.0,2.0
Nevada,2021-06-29,7.0,0.0,7.0,125.0,1.0,0.0,6.0
Amador,2021-06-29,1.0,0.0,1.0,53.0,1.0,0.0,3.0
Napa,2021-06-29,3.0,0.0,3.0,217.0,1.0,0.0,8.0
Santa Clara,2021-06-30,40.0,6.0,46.0,3073.0,17.0,1.0,95.0
San Mateo,2021-06-30,8.0,10.0,18.0,693.0,2.0,0.0,13.0
Santa Cruz,2021-06-30,2.0,0.0,2.0,372.0,0.0,0.0,5.0
Marin,2021-06-30,5.0,2.0,7.0,330.0,2.0,0.0,10.0
El Dorado,2021-06-30,5.0,0.0,5.0,190.0,1.0,0.0,8.0
Contra Costa,2021-06-30,24.0,6.0,30.0,1294.0,10.0,0.0,47.0
Riverside,2021-06-30,48.0,12.0,60.0,3267.0,13.0,0.0,84.0
Fresno,2021-06-30,38.0,16.0,54.0,1561.0,8.0,0.0,24.0
Lake,2021-06-30,1.0,0.0,1.0,64.0,1.0,0.0,2.0
Inyo,2021-06-30,0.0,0.0,0.0,29.0,0.0,0.0,2.0
Merced,2021-06-30,3.0,0.0,3.0,271.0,1.0,0.0,17.0
Tehama,2021-06-30,0.0,0.0,0.0,59.0,0.0,0.0,3.0
Glenn,2021-06-30,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Santa Barbara,2021-06-30,10.0,0.0,10.0,603.0,4.0,0.0,36.0
Del Norte,2021-06-30,1.0,0.0,1.0,55.0,1.0,0.0,0.0
Butte,2021-06-30,6.0,0.0,6.0,451.0,1.0,0.0,16.0
Placer,2021-06-30,28.0,12.0,40.0,786.0,5.0,2.0,17.0
Yolo,2021-06-30,4.0,0.0,4.0,130.0,2.0,0.0,5.0
Mendocino,2021-06-30,6.0,0.0,6.0,93.0,3.0,0.0,4.0
Colusa,2021-06-30,0.0,0.0,0.0,48.0,0.0,0.0,5.0
Alameda,2021-06-30,39.0,22.0,61.0,2499.0,14.0,1.0,107.0
Shasta,2021-06-30,6.0,0.0,6.0,561.0,0.0,0.0,22.0
Sacramento,2021-06-30,59.0,18.0,77.0,2581.0,11.0,2.0,79.0
Kern,2021-06-30,23.0,0.0,23.0,1167.0,10.0,0.0,58.0
San Francisco,2021-06-30,13.0,5.0,18.0,2143.0,6.0,1.0,100.0
Trinity,2021-06-30,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Humboldt,2021-06-30,6.0,0.0,6.0,269.0,3.0,0.0,17.0
San Bernardino,2021-06-30,87.0,9.0,96.0,3571.0,23.0,5.0,165.0
Tuolumne,2021-06-30,3.0,0.0,3.0,72.0,2.0,0.0,2.0
Tulare,2021-06-30,12.0,3.0,15.0,668.0,1.0,0.0,19.0
Madera,2021-06-30,5.0,10.0,15.0,278.0,2.0,0.0,2.0
Siskiyou,2021-06-30,2.0,0.0,2.0,56.0,0.0,0.0,4.0
Mariposa,2021-06-30,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Lassen,2021-06-30,1.0,0.0,1.0,25.0,0.0,0.0,0.0
Sonoma,2021-06-30,28.0,2.0,30.0,678.0,11.0,0.0,20.0
San Diego,2021-06-30,76.0,11.0,87.0,6465.0,23.0,3.0,234.0
Mono,2021-06-30,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Plumas,2021-06-30,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Orange,2021-06-30,70.0,8.0,78.0,5876.0,13.0,0.0,155.0
Imperial,2021-06-30,4.0,1.0,5.0,236.0,1.0,0.0,12.0
Monterey,2021-06-30,5.0,0.0,5.0,724.0,1.0,0.0,16.0
San Joaquin,2021-06-30,27.0,7.0,34.0,915.0,10.0,0.0,18.0
Ventura,2021-06-30,15.0,4.0,19.0,1164.0,3.0,0.0,58.0
Los Angeles,2021-06-30,280.0,83.0,363.0,19213.0,74.0,5.0,673.0
San Benito,2021-06-30,1.0,0.0,1.0,25.0,1.0,0.0,1.0
Nevada,2021-06-30,7.0,0.0,7.0,137.0,1.0,0.0,1.0
Kings,2021-06-30,6.0,0.0,6.0,117.0,1.0,0.0,3.0
Calaveras,2021-06-30,0.0,0.0,0.0,33.0,0.0,0.0,8.0
Solano,2021-06-30,12.0,4.0,16.0,578.0,1.0,0.0,10.0
Napa,2021-06-30,2.0,0.0,2.0,217.0,2.0,0.0,8.0
Modoc,2021-06-30,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Yuba,2021-06-30,9.0,0.0,9.0,261.0,3.0,0.0,7.0
Stanislaus,2021-06-30,57.0,5.0,62.0,1305.0,10.0,1.0,38.0
San Luis Obispo,2021-06-30,6.0,2.0,8.0,460.0,2.0,0.0,12.0
Amador,2021-06-30,0.0,0.0,0.0,53.0,0.0,0.0,0.0
Sutter,2021-06-30,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Calaveras,2021-07-01,0.0,0.0,0.0,33.0,0.0,0.0,8.0
Trinity,2021-07-01,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Plumas,2021-07-01,0.0,0.0,0.0,35.0,0.0,0.0,0.0
San Mateo,2021-07-01,7.0,7.0,14.0,702.0,2.0,0.0,15.0
Monterey,2021-07-01,4.0,0.0,4.0,724.0,1.0,0.0,14.0
Madera,2021-07-01,8.0,13.0,21.0,278.0,4.0,0.0,3.0
San Bernardino,2021-07-01,86.0,10.0,96.0,3573.0,21.0,2.0,170.0
Santa Cruz,2021-07-01,2.0,0.0,2.0,372.0,0.0,0.0,5.0
Butte,2021-07-01,5.0,0.0,5.0,451.0,1.0,0.0,11.0
Mendocino,2021-07-01,5.0,0.0,5.0,121.0,2.0,0.0,4.0
Sacramento,2021-07-01,61.0,20.0,81.0,2572.0,15.0,1.0,77.0
San Joaquin,2021-07-01,24.0,7.0,31.0,931.0,7.0,0.0,14.0
Kern,2021-07-01,22.0,1.0,23.0,1161.0,10.0,0.0,42.0
Alameda,2021-07-01,41.0,26.0,67.0,2505.0,15.0,3.0,103.0
Napa,2021-07-01,2.0,0.0,2.0,210.0,2.0,0.0,5.0
Shasta,2021-07-01,6.0,0.0,6.0,561.0,0.0,0.0,23.0
Solano,2021-07-01,10.0,7.0,17.0,579.0,3.0,1.0,10.0
Sutter,2021-07-01,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Mono,2021-07-01,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Tuolumne,2021-07-01,2.0,0.0,2.0,72.0,2.0,0.0,1.0
El Dorado,2021-07-01,1.0,0.0,1.0,190.0,1.0,0.0,4.0
Humboldt,2021-07-01,8.0,2.0,10.0,265.0,3.0,1.0,12.0
Tehama,2021-07-01,0.0,0.0,0.0,59.0,0.0,0.0,3.0
Lassen,2021-07-01,1.0,0.0,1.0,25.0,0.0,0.0,0.0
Colusa,2021-07-01,0.0,0.0,0.0,48.0,0.0,0.0,5.0
Kings,2021-07-01,5.0,0.0,5.0,98.0,1.0,0.0,5.0
Glenn,2021-07-01,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Inyo,2021-07-01,0.0,0.0,0.0,29.0,0.0,0.0,2.0
Placer,2021-07-01,27.0,16.0,43.0,790.0,5.0,3.0,17.0
Contra Costa,2021-07-01,27.0,6.0,33.0,1303.0,10.0,0.0,52.0
Imperial,2021-07-01,4.0,0.0,4.0,236.0,1.0,0.0,10.0
Ventura,2021-07-01,11.0,6.0,17.0,1175.0,1.0,0.0,59.0
Del Norte,2021-07-01,1.0,0.0,1.0,54.0,1.0,0.0,1.0
Yolo,2021-07-01,4.0,0.0,4.0,129.0,2.0,0.0,6.0
Riverside,2021-07-01,49.0,29.0,78.0,3295.0,14.0,1.0,106.0
Amador,2021-07-01,1.0,2.0,3.0,53.0,0.0,0.0,1.0
Stanislaus,2021-07-01,56.0,5.0,61.0,1305.0,11.0,0.0,43.0
San Luis Obispo,2021-07-01,4.0,1.0,5.0,460.0,2.0,0.0,12.0
Modoc,2021-07-01,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Sonoma,2021-07-01,33.0,1.0,34.0,678.0,11.0,0.0,17.0
Santa Clara,2021-07-01,44.0,8.0,52.0,3082.0,14.0,1.0,90.0
Orange,2021-07-01,63.0,6.0,69.0,5904.0,12.0,0.0,144.0
Yuba,2021-07-01,11.0,0.0,11.0,261.0,3.0,0.0,9.0
Marin,2021-07-01,6.0,2.0,8.0,326.0,2.0,0.0,10.0
Mariposa,2021-07-01,0.0,0.0,0.0,14.0,0.0,0.0,0.0
San Benito,2021-07-01,1.0,0.0,1.0,25.0,1.0,0.0,1.0
San Diego,2021-07-01,72.0,13.0,85.0,6460.0,22.0,2.0,225.0
San Francisco,2021-07-01,11.0,11.0,22.0,2159.0,6.0,1.0,88.0
Siskiyou,2021-07-01,1.0,0.0,1.0,56.0,0.0,0.0,5.0
Los Angeles,2021-07-01,275.0,80.0,355.0,19189.0,72.0,4.0,674.0
Santa Barbara,2021-07-01,9.0,0.0,9.0,603.0,3.0,0.0,39.0
Tulare,2021-07-01,13.0,5.0,18.0,668.0,1.0,0.0,18.0
Nevada,2021-07-01,5.0,0.0,5.0,115.0,1.0,0.0,5.0
Lake,2021-07-01,2.0,0.0,2.0,64.0,1.0,0.0,0.0
Fresno,2021-07-01,39.0,11.0,50.0,1544.0,8.0,2.0,27.0
Merced,2021-07-01,2.0,0.0,2.0,271.0,1.0,0.0,15.0
Tulare,2021-07-02,14.0,6.0,20.0,668.0,1.0,0.0,18.0
Fresno,2021-07-02,41.0,7.0,48.0,1528.0,8.0,0.0,24.0
San Francisco,2021-07-02,12.0,12.0,24.0,2174.0,7.0,3.0,84.0
Lake,2021-07-02,2.0,0.0,2.0,64.0,1.0,0.0,0.0
Butte,2021-07-02,4.0,0.0,4.0,451.0,1.0,0.0,19.0
Napa,2021-07-02,1.0,0.0,1.0,211.0,1.0,0.0,6.0
Mariposa,2021-07-02,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Riverside,2021-07-02,63.0,19.0,82.0,3282.0,13.0,1.0,106.0
Orange,2021-07-02,70.0,9.0,79.0,5896.0,11.0,1.0,168.0
Alameda,2021-07-02,46.0,22.0,68.0,2477.0,17.0,5.0,107.0
Plumas,2021-07-02,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Sacramento,2021-07-02,63.0,14.0,77.0,2578.0,12.0,2.0,87.0
Los Angeles,2021-07-02,278.0,76.0,354.0,19239.0,70.0,2.0,689.0
Glenn,2021-07-02,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Nevada,2021-07-02,3.0,0.0,3.0,137.0,0.0,0.0,3.0
Madera,2021-07-02,10.0,18.0,28.0,278.0,3.0,1.0,5.0
Humboldt,2021-07-02,9.0,3.0,12.0,274.0,4.0,1.0,7.0
San Luis Obispo,2021-07-02,3.0,0.0,3.0,460.0,1.0,0.0,18.0
Sonoma,2021-07-02,32.0,1.0,33.0,681.0,10.0,0.0,21.0
Del Norte,2021-07-02,1.0,0.0,1.0,54.0,1.0,0.0,1.0
Yuba,2021-07-02,11.0,0.0,11.0,261.0,4.0,0.0,7.0
Stanislaus,2021-07-02,54.0,9.0,63.0,1306.0,11.0,1.0,38.0
San Diego,2021-07-02,75.0,13.0,88.0,6463.0,23.0,3.0,234.0
El Dorado,2021-07-02,5.0,0.0,5.0,190.0,2.0,0.0,4.0
Marin,2021-07-02,6.0,3.0,9.0,332.0,2.0,0.0,12.0
Mendocino,2021-07-02,5.0,0.0,5.0,120.0,2.0,0.0,4.0
Contra Costa,2021-07-02,27.0,11.0,38.0,1306.0,9.0,0.0,46.0
San Mateo,2021-07-02,8.0,4.0,12.0,696.0,2.0,0.0,14.0
Shasta,2021-07-02,7.0,0.0,7.0,561.0,0.0,0.0,22.0
Santa Barbara,2021-07-02,10.0,2.0,12.0,603.0,4.0,0.0,30.0
Santa Clara,2021-07-02,37.0,6.0,43.0,3076.0,11.0,1.0,92.0
Mono,2021-07-02,0.0,0.0,0.0,17.0,0.0,0.0,2.0
San Joaquin,2021-07-02,26.0,7.0,33.0,917.0,7.0,1.0,14.0
Santa Cruz,2021-07-02,2.0,0.0,2.0,372.0,0.0,0.0,11.0
Monterey,2021-07-02,4.0,0.0,4.0,724.0,1.0,0.0,12.0
Merced,2021-07-02,1.0,0.0,1.0,271.0,0.0,0.0,15.0
Lassen,2021-07-02,1.0,0.0,1.0,25.0,0.0,0.0,0.0
Ventura,2021-07-02,14.0,6.0,20.0,1154.0,3.0,0.0,54.0
San Benito,2021-07-02,1.0,0.0,1.0,25.0,1.0,0.0,1.0
Trinity,2021-07-02,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Imperial,2021-07-02,5.0,0.0,5.0,236.0,1.0,0.0,12.0
Modoc,2021-07-02,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Solano,2021-07-02,11.0,8.0,19.0,584.0,3.0,1.0,13.0
Siskiyou,2021-07-02,2.0,0.0,2.0,56.0,0.0,0.0,4.0
Amador,2021-07-02,1.0,2.0,3.0,53.0,0.0,0.0,1.0
Sutter,2021-07-02,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Yolo,2021-07-02,4.0,0.0,4.0,122.0,1.0,0.0,5.0
Calaveras,2021-07-02,1.0,0.0,1.0,33.0,1.0,0.0,6.0
Colusa,2021-07-02,0.0,0.0,0.0,48.0,0.0,0.0,5.0
Tehama,2021-07-02,0.0,0.0,0.0,59.0,0.0,0.0,3.0
Kings,2021-07-02,6.0,0.0,6.0,96.0,1.0,0.0,4.0
Placer,2021-07-02,32.0,20.0,52.0,793.0,4.0,2.0,17.0
Inyo,2021-07-02,0.0,0.0,0.0,29.0,0.0,0.0,2.0
Kern,2021-07-02,20.0,2.0,22.0,1167.0,8.0,0.0,46.0
Tuolumne,2021-07-02,3.0,0.0,3.0,72.0,2.0,0.0,1.0
San Bernardino,2021-07-02,84.0,10.0,94.0,3551.0,22.0,2.0,159.0
Merced,2021-07-03,2.0,0.0,2.0,271.0,0.0,0.0,14.0
Kern,2021-07-03,20.0,2.0,22.0,1167.0,8.0,0.0,53.0
Lake,2021-07-03,2.0,0.0,2.0,64.0,1.0,0.0,0.0
Alameda,2021-07-03,53.0,25.0,78.0,2474.0,17.0,6.0,110.0
Siskiyou,2021-07-03,2.0,0.0,2.0,56.0,0.0,0.0,4.0
Humboldt,2021-07-03,9.0,2.0,11.0,274.0,4.0,0.0,8.0
Yolo,2021-07-03,4.0,0.0,4.0,122.0,1.0,0.0,6.0
Colusa,2021-07-03,0.0,0.0,0.0,48.0,0.0,0.0,5.0
Tulare,2021-07-03,13.0,3.0,16.0,648.0,1.0,0.0,23.0
Solano,2021-07-03,12.0,5.0,17.0,568.0,2.0,0.0,15.0
Amador,2021-07-03,1.0,0.0,1.0,53.0,0.0,0.0,3.0
Kings,2021-07-03,6.0,0.0,6.0,96.0,1.0,0.0,4.0
Marin,2021-07-03,6.0,3.0,9.0,326.0,2.0,0.0,9.0
Butte,2021-07-03,4.0,0.0,4.0,451.0,0.0,0.0,21.0
Napa,2021-07-03,1.0,0.0,1.0,211.0,1.0,0.0,4.0
Santa Cruz,2021-07-03,2.0,0.0,2.0,372.0,0.0,0.0,9.0
San Bernardino,2021-07-03,80.0,15.0,95.0,3579.0,20.0,1.0,148.0
Santa Clara,2021-07-03,33.0,6.0,39.0,3038.0,10.0,1.0,104.0
Mariposa,2021-07-03,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Imperial,2021-07-03,6.0,0.0,6.0,236.0,1.0,0.0,12.0
San Benito,2021-07-03,1.0,0.0,1.0,25.0,1.0,0.0,0.0
Glenn,2021-07-03,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Mono,2021-07-03,0.0,0.0,0.0,17.0,0.0,0.0,2.0
San Joaquin,2021-07-03,29.0,9.0,38.0,919.0,7.0,1.0,10.0
Stanislaus,2021-07-03,43.0,11.0,54.0,1296.0,13.0,1.0,28.0
Shasta,2021-07-03,7.0,0.0,7.0,561.0,0.0,0.0,22.0
Riverside,2021-07-03,57.0,15.0,72.0,3295.0,12.0,1.0,100.0
Los Angeles,2021-07-03,284.0,82.0,366.0,19161.0,77.0,3.0,725.0
Inyo,2021-07-03,0.0,0.0,0.0,29.0,0.0,0.0,2.0
San Francisco,2021-07-03,13.0,12.0,25.0,2158.0,6.0,2.0,94.0
Orange,2021-07-03,66.0,6.0,72.0,5822.0,10.0,0.0,143.0
Madera,2021-07-03,8.0,14.0,22.0,278.0,2.0,1.0,6.0
Monterey,2021-07-03,3.0,0.0,3.0,724.0,1.0,0.0,18.0
Contra Costa,2021-07-03,22.0,13.0,35.0,1291.0,8.0,0.0,52.0
Ventura,2021-07-03,13.0,3.0,16.0,1143.0,4.0,0.0,54.0
San Diego,2021-07-03,78.0,14.0,92.0,6459.0,25.0,3.0,245.0
Sacramento,2021-07-03,62.0,8.0,70.0,2535.0,12.0,1.0,80.0
Del Norte,2021-07-03,1.0,0.0,1.0,53.0,1.0,0.0,2.0
Nevada,2021-07-03,3.0,0.0,3.0,137.0,0.0,0.0,4.0
Plumas,2021-07-03,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Calaveras,2021-07-03,1.0,0.0,1.0,33.0,0.0,0.0,4.0
Placer,2021-07-03,31.0,15.0,46.0,791.0,2.0,1.0,20.0
Fresno,2021-07-03,36.0,6.0,42.0,1509.0,7.0,0.0,24.0
Sonoma,2021-07-03,38.0,1.0,39.0,666.0,14.0,0.0,17.0
Sutter,2021-07-03,0.0,0.0,0.0,14.0,0.0,0.0,0.0
San Luis Obispo,2021-07-03,3.0,0.0,3.0,460.0,0.0,0.0,18.0
Modoc,2021-07-03,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Mendocino,2021-07-03,5.0,0.0,5.0,120.0,2.0,0.0,4.0
Trinity,2021-07-03,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Lassen,2021-07-03,1.0,0.0,1.0,25.0,0.0,0.0,0.0
San Mateo,2021-07-03,6.0,2.0,8.0,675.0,3.0,0.0,12.0
El Dorado,2021-07-03,5.0,0.0,5.0,190.0,2.0,0.0,4.0
Santa Barbara,2021-07-03,11.0,2.0,13.0,603.0,4.0,0.0,34.0
Yuba,2021-07-03,11.0,0.0,11.0,261.0,4.0,0.0,7.0
Tehama,2021-07-03,0.0,0.0,0.0,59.0,0.0,0.0,3.0
Tuolumne,2021-07-03,3.0,0.0,3.0,72.0,2.0,0.0,1.0
Kings,2021-07-04,8.0,0.0,8.0,78.0,1.0,0.0,4.0
Sutter,2021-07-04,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Humboldt,2021-07-04,9.0,3.0,12.0,274.0,4.0,0.0,8.0
Plumas,2021-07-04,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Orange,2021-07-04,73.0,11.0,84.0,5730.0,10.0,0.0,141.0
Sacramento,2021-07-04,65.0,13.0,78.0,2535.0,13.0,2.0,100.0
Madera,2021-07-04,8.0,9.0,17.0,278.0,3.0,1.0,5.0
San Luis Obispo,2021-07-04,3.0,0.0,3.0,460.0,0.0,0.0,19.0
Sonoma,2021-07-04,33.0,1.0,34.0,654.0,12.0,0.0,13.0
Imperial,2021-07-04,7.0,0.0,7.0,236.0,1.0,0.0,13.0
Yuba,2021-07-04,9.0,0.0,9.0,261.0,4.0,0.0,5.0
Contra Costa,2021-07-04,28.0,12.0,40.0,1302.0,8.0,1.0,51.0
San Diego,2021-07-04,76.0,11.0,87.0,6463.0,22.0,3.0,245.0
Mendocino,2021-07-04,3.0,0.0,3.0,115.0,2.0,0.0,4.0
Marin,2021-07-04,7.0,4.0,11.0,331.0,3.0,0.0,13.0
Monterey,2021-07-04,3.0,0.0,3.0,724.0,1.0,0.0,20.0
Nevada,2021-07-04,5.0,0.0,5.0,137.0,0.0,0.0,2.0
San Mateo,2021-07-04,7.0,3.0,10.0,654.0,14.0,1.0,12.0
Ventura,2021-07-04,12.0,2.0,14.0,1130.0,4.0,0.0,51.0
Yolo,2021-07-04,4.0,0.0,4.0,122.0,1.0,0.0,3.0
Butte,2021-07-04,9.0,0.0,9.0,451.0,1.0,0.0,21.0
Mariposa,2021-07-04,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Inyo,2021-07-04,0.0,0.0,0.0,29.0,0.0,0.0,2.0
Tehama,2021-07-04,0.0,0.0,0.0,59.0,0.0,0.0,3.0
Shasta,2021-07-04,7.0,0.0,7.0,561.0,0.0,0.0,22.0
Trinity,2021-07-04,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Napa,2021-07-04,1.0,0.0,1.0,208.0,1.0,0.0,7.0
Solano,2021-07-04,13.0,5.0,18.0,566.0,3.0,0.0,11.0
Riverside,2021-07-04,65.0,19.0,84.0,3291.0,12.0,0.0,113.0
Tulare,2021-07-04,13.0,5.0,18.0,648.0,1.0,0.0,23.0
Kern,2021-07-04,21.0,1.0,22.0,1160.0,8.0,0.0,52.0
Los Angeles,2021-07-04,273.0,74.0,347.0,19045.0,65.0,7.0,732.0
Tuolumne,2021-07-04,4.0,0.0,4.0,72.0,1.0,0.0,1.0
Siskiyou,2021-07-04,2.0,0.0,2.0,56.0,0.0,0.0,4.0
Stanislaus,2021-07-04,44.0,6.0,50.0,1293.0,13.0,2.0,34.0
Colusa,2021-07-04,2.0,0.0,2.0,48.0,0.0,0.0,5.0
San Bernardino,2021-07-04,86.0,14.0,100.0,3534.0,21.0,1.0,139.0
Placer,2021-07-04,30.0,9.0,39.0,790.0,2.0,1.0,26.0
Del Norte,2021-07-04,3.0,0.0,3.0,53.0,1.0,0.0,3.0
Lassen,2021-07-04,1.0,0.0,1.0,25.0,0.0,0.0,0.0
Merced,2021-07-04,2.0,0.0,2.0,271.0,0.0,0.0,16.0
San Benito,2021-07-04,1.0,0.0,1.0,25.0,1.0,0.0,1.0
Amador,2021-07-04,2.0,0.0,2.0,53.0,1.0,0.0,3.0
San Joaquin,2021-07-04,28.0,10.0,38.0,918.0,6.0,1.0,15.0
Santa Barbara,2021-07-04,11.0,2.0,13.0,603.0,4.0,0.0,38.0
Lake,2021-07-04,1.0,0.0,1.0,64.0,0.0,0.0,1.0
Santa Cruz,2021-07-04,2.0,0.0,2.0,372.0,0.0,0.0,11.0
Mono,2021-07-04,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Fresno,2021-07-04,38.0,17.0,55.0,1508.0,7.0,0.0,21.0
Alameda,2021-07-04,55.0,22.0,77.0,2449.0,19.0,4.0,108.0
Calaveras,2021-07-04,1.0,0.0,1.0,33.0,0.0,0.0,4.0
Santa Clara,2021-07-04,28.0,12.0,40.0,3004.0,9.0,3.0,130.0
Modoc,2021-07-04,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Glenn,2021-07-04,0.0,0.0,0.0,47.0,0.0,0.0,0.0
San Francisco,2021-07-04,14.0,12.0,26.0,2150.0,6.0,2.0,105.0
El Dorado,2021-07-04,5.0,0.0,5.0,190.0,2.0,0.0,6.0
Siskiyou,2021-07-05,1.0,0.0,1.0,56.0,0.0,0.0,4.0
Kings,2021-07-05,9.0,0.0,9.0,87.0,1.0,0.0,0.0
Del Norte,2021-07-05,1.0,0.0,1.0,53.0,1.0,0.0,1.0
Monterey,2021-07-05,3.0,0.0,3.0,724.0,1.0,0.0,25.0
Santa Clara,2021-07-05,34.0,10.0,44.0,2984.0,9.0,2.0,112.0
Santa Cruz,2021-07-05,2.0,0.0,2.0,373.0,0.0,0.0,11.0
San Luis Obispo,2021-07-05,3.0,0.0,3.0,460.0,0.0,0.0,22.0
Humboldt,2021-07-05,9.0,3.0,12.0,274.0,1.0,0.0,12.0
Glenn,2021-07-05,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Madera,2021-07-05,7.0,8.0,15.0,278.0,3.0,1.0,8.0
Plumas,2021-07-05,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Colusa,2021-07-05,2.0,0.0,2.0,48.0,0.0,0.0,5.0
Contra Costa,2021-07-05,23.0,12.0,35.0,1282.0,9.0,0.0,50.0
Mono,2021-07-05,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Fresno,2021-07-05,42.0,16.0,58.0,1508.0,7.0,1.0,34.0
Stanislaus,2021-07-05,36.0,9.0,45.0,1288.0,12.0,2.0,37.0
Solano,2021-07-05,15.0,6.0,21.0,558.0,3.0,1.0,11.0
Sacramento,2021-07-05,59.0,12.0,71.0,2503.0,11.0,1.0,105.0
Orange,2021-07-05,73.0,12.0,85.0,5682.0,11.0,3.0,151.0
Yolo,2021-07-05,4.0,0.0,4.0,96.0,1.0,0.0,6.0
Tulare,2021-07-05,12.0,4.0,16.0,648.0,1.0,0.0,24.0
Los Angeles,2021-07-05,275.0,63.0,338.0,18969.0,73.0,7.0,737.0
San Benito,2021-07-05,1.0,0.0,1.0,25.0,1.0,0.0,2.0
Nevada,2021-07-05,6.0,0.0,6.0,122.0,1.0,0.0,3.0
Placer,2021-07-05,30.0,10.0,40.0,789.0,2.0,0.0,29.0
Shasta,2021-07-05,4.0,0.0,4.0,561.0,0.0,0.0,23.0
Butte,2021-07-05,9.0,0.0,9.0,451.0,2.0,0.0,20.0
Inyo,2021-07-05,0.0,0.0,0.0,29.0,0.0,0.0,2.0
Merced,2021-07-05,4.0,0.0,4.0,271.0,0.0,0.0,12.0
Kern,2021-07-05,23.0,2.0,25.0,1151.0,10.0,0.0,53.0
Trinity,2021-07-05,0.0,0.0,0.0,25.0,0.0,0.0,0.0
